tweet_id	image_id	tweet_text	image_path	class_label
909394587201998849	909394587201998849_0	#PipsHub Breaking: Yes, climate change made Harvey and Irma worse https://t.co/POlm73Sbxw https://t.co/eVKQGOSfgj https://t.co/5xUw5ekRxU	data/CrisisMMD/data_image/hurricane_irma/17_9_2017/909394587201998849_0.jpg	informative
913620638799196160	913620638799196160_0	"M5.6 earthquake 119km SSW of Tres Picos, Mexico 2017-09-29T04:00:22Z depth 21.66km 94Â° 2' 47"" W 14Â° 54' 14"" N https://t.co/SyN2NDOzXv"	data/CrisisMMD/data_image/mexico_earthquake/29_9_2017/913620638799196160_0.jpg	informative
911566354016325632	911566354016325632_2	RT @abcactionnews: Clearwater Coast Guard rescues family during Hurricane Maria https://t.co/ymCD6O3o2T https://t.co/p0LUND6zxi	data/CrisisMMD/data_image/hurricane_maria/23_9_2017/911566354016325632_2.jpg	informative
922767153916506112	922767153916506112_0	DISASTER - #CALIFORNIA FIRE â€“ HOW TO GET HELP - How to get help after a fire https://t.co/XcqeK0Xkid https://t.co/FtxktqhXgc	data/CrisisMMD/data_image/california_wildfires/24_10_2017/922767153916506112_0.jpg	informative
901754891487600640	901754891487600640_0	Weakened Hurricane Harvey settles in over southeast Texas... #RT https://t.co/VImJMlrXb1 https://t.co/EBWzc7R6nG	data/CrisisMMD/data_image/hurricane_harvey/27_8_2017/901754891487600640_0.jpg	informative
905755785564741632	905755785564741632_0	HURRICANE IRMA: Harrowing latest from @theipaper https://t.co/xKjAswHQxM https://t.co/Nc29nmqD2F	data/CrisisMMD/data_image/hurricane_irma/7_9_2017/905755785564741632_0.jpg	informative
908521287693357056	908521287693357056_0	Catholic schools welcomes Hurricane Harvey evacuees https://t.co/YSaFKRx6D0 https://t.co/K0fToPSd4a	data/CrisisMMD/data_image/hurricane_harvey/15_9_2017/908521287693357056_0.jpg	informative
913395511675293696	913395511675293696_0	#USCG brings packs of bottled water to #Vieques in response to the damage caused by #HurricaneMaria https://t.co/QtrNlEwhYb	data/CrisisMMD/data_image/hurricane_maria/28_9_2017/913395511675293696_0.jpg	informative
910252435339403265	910252435339403265_0	RT @PERRYMICHAELR: The Telegraph counts six Trump properties in Irma's path. https://t.co/qE2UXJiFMl https://t.co/QDBTmrGrkl	data/CrisisMMD/data_image/hurricane_irma/19_9_2017/910252435339403265_0.png	informative
905735116697329664	905735116697329664_0	RT @abc27: WATCH WTXL News at 6 for updates on Hurricane Irma's destructive path https://t.co/aNm4GGsqHu	data/CrisisMMD/data_image/hurricane_irma/7_9_2017/905735116697329664_0.jpg	informative
915996175592955904	915996175592955904_0	Donald Trumpâ€™s Complicated Understanding Of Debt Only The Latest Tragedy To Befallâ€¦ https://t.co/qafFMeU06b https://t.co/yRWQO2ftvs	data/CrisisMMD/data_image/hurricane_maria/5_10_2017/915996175592955904_0.jpg	not_informative
910149164402540544	910149164402540544_0	In Irma Aftermath, Campus Chabad Stays Put and Open https://t.co/WkVEpLOYVC https://t.co/NUe6hQUTn4	data/CrisisMMD/data_image/hurricane_irma/19_9_2017/910149164402540544_0.jpg	not_informative
922653434024812544	922653434024812544_0	#SNELovesPets. This is Jackie, adopted from Puerto Rico. https://t.co/dBjwTeUGIC	data/CrisisMMD/data_image/hurricane_maria/24_10_2017/922653434024812544_0.jpg	not_informative
928824571960217600	928824571960217600_0	proud owner of some amazing art thanks to @DistilleryArts in solidarity with Puerto Rico https://t.co/1rPy3jkUlq	data/CrisisMMD/data_image/hurricane_maria/10_11_2017/928824571960217600_0.jpg	not_informative
909919148096049155	909919148096049155_0	Irma took out our banana tree and her babies ·Ωá6 ·º¥C·Ω°4 https://t.co/UY8rjKalAX	data/CrisisMMD/data_image/hurricane_irma/18_9_2017/909919148096049155_0.jpg	not_informative
909785146685091842	909785146685091842_0	Starting what's sure to be a contentious #VCSummer Senate hearing, @NikkiSetzler takes a moment to thank @scegnews‚Ä¶ https://t.co/kLQeivNt6G	data/CrisisMMD/data_image/hurricane_irma/18_9_2017/909785146685091842_0.jpg	not_informative
906701412415033345	906701412415033345_1	From the @fashionxco Harvey Relief Fashion Show. #KYRA #fashion https://t.co/7OVCs3knJq	data/CrisisMMD/data_image/hurricane_harvey/10_9_2017/906701412415033345_1.jpg	not_informative
910170804121464832	910170804121464832_0	Aftermath #Irma #CoconutGrove #Miami https://t.co/TjbryL10mW	data/CrisisMMD/data_image/hurricane_irma/19_9_2017/910170804121464832_0.jpg	not_informative
873440340778377216	873440340778377216_0	Mathews hopes win over India brought smiles to flood-hit Sri Lanka https://t.co/i4bTbUhfeM https://t.co/STGeGxuuRU	data/CrisisMMD/data_image/srilanka_floods/10_6_2017/873440340778377216_0.jpg	not_informative
910114199413694464	910114199413694464_0	#CaughtonCamera: @KyleHuttonMusic &amp; @rogercreager Write New Song for Hurricane Harvey Relief https://t.co/UqiAWl4UPW	data/CrisisMMD/data_image/hurricane_harvey/19_9_2017/910114199413694464_0.jpg	not_informative
